V_ID,Constructor,Veh_type,Version,Brand,Veh_Model,Energy,Power_KW,El_Consumpt_whkm,year,Fuel consumption,Electric range (km),purchase_price_eur
2066,VW-SAIC,F3,FD7FD7GC008RT21B184BFAHA3EM10,AUDI,Q3,petrol,110,0,2021,7,0,30000
2067,VW-SAIC,F3,FD7FD7GC008RT21C184BFAHA4EM1B,AUDI,Q3,petrol,110,0,2021,7,0,30000
2068,VW-SAIC,F3,FD7FD7GC008RT31C914BFAHA4EM1C,AUDI,Q3,petrol,110,0,2021,7,0,30000
2069,VW-SAIC,F3,FD7FD7GC008RT21B174BFAHA4EM1BB2,AUDI,Q3,petrol,110,0,2021,7,0,30000
2070,VW-SAIC,F3,FD7FD7GC008RT31C914BIAHA3EM10B2,AUDI,Q3,petrol,110,0,2021,7,0,30000
2071,VW-SAIC,F3,FD7FD7GC008RT21B174BFAHA3EM1AB2,AUDI,Q3,petrol,110,0,2021,7,0,30000
2072,VW-SAIC,F3,FD7FD7GC008RT21C194BFAHA3EM1B,AUDI,Q3,petrol,110,0,2021,7,0,30000
2073,VW-SAIC,F3,FD7FD7GC008RT21C184BFAHA4EM1C,AUDI,Q3,petrol,110,0,2021,7,0,30000
2074,VW-SAIC,F3,FD7FD7GC008RT21B174BFAHA3EM1BB2,AUDI,Q3,petrol,110,0,2021,7,0,30000
2075,VW-SAIC,F3,FD7FD7GC008RT21B184BFAHA4EM1AB2,AUDI,Q3,petrol,110,0,2021,7,0,30000
2076,VW-SAIC,KJ,FD7SFD7CW0014BF2A1CAD,SEAT,IBIZA,petrol,85,0,2021,6,0,30000
2077,VW-SAIC,KJ,FM6SFM6AJ0194BF2A1AAC,SEAT,ARONA,petrol,85,0,2021,6,0,30000
2078,VW-SAIC,KJ,FD7SFD7CW0074BF2A1AAD,SEAT,ARONA,petrol,85,0,2021,6,0,30000
2079,VW-SAIC,KJ,FM6SFM6AJ0177CP2A1CA,SEAT,IBIZA,petrol,85,0,2021,6,0,30000
2080,VW-SAIC,KJ,FM6SFM6AJ0177CP2C1CA,SEAT,IBIZA,petrol,85,0,2021,6,0,30000
2081,VW-SAIC,KJ,FD7SFD7CW0074BF4A1BA,SEAT,ARONA,petrol,85,0,2021,6,0,30000
2082,VW-SAIC,KJ,FM6SFM6AJ0194BF4A1BA,SEAT,ARONA,petrol,85,0,2021,6,0,30000
2083,VW-SAIC,KJ,FD7SFD7CW0014BF3B1CA,SEAT,IBIZA,petrol,85,0,2021,6,0,30000
2084,VW-SAIC,KJ,FM6SFM6AJ0194BF3A1BA,SEAT,ARONA,petrol,85,0,2021,6,0,30000
2085,VW-SAIC,KJ,FM6SFM6AJ0244BF3A1CA,SEAT,IBIZA,petrol,85,0,2021,6,0,30000
2086,VW-SAIC,KJ,FD7SFD7CW0014BF3A1CA,SEAT,IBIZA,petrol,85,0,2021,6,0,30000
2087,VW-SAIC,KJ,FD7SFD7CW0074BF5A1BA,SEAT,ARONA,petrol,85,0,2021,6,0,30000
2088,VW-SAIC,KJ,FM6SFM6AJ0244BF2B1CA,SEAT,IBIZA,petrol,85,0,2021,6,0,30000
2089,VW-SAIC,KJ,FM6SFM6AJ0244BF3B1CAD,SEAT,IBIZA,petrol,85,0,2021,6,0,30000
2090,VW-SAIC,KJ,FD7SFD7CW0014BF3B1CAD,SEAT,IBIZA,petrol,85,0,2021,6,0,30000
2091,VW-SAIC,KJ,FD7SFD7CW0014BF2B1CAD,SEAT,IBIZA,petrol,85,0,2021,6,0,30000
2092,VW-SAIC,KJ,FM6SFM6AJ0194BF4A1CAC,SEAT,ARONA,petrol,85,0,2021,6,0,30000
2093,VW-SAIC,KJ,FD7SFD7CW0014BF3C1CAD,SEAT,IBIZA,petrol,85,0,2021,6,0,30000
2094,VW-SAIC,KJ,FD7SFD7CW0014BF2B1CAC,SEAT,IBIZA,petrol,85,0,2021,6,0,30000
2095,VW-SAIC,KJ,FD7SFD7CW0014BF2A1CAC,SEAT,IBIZA,petrol,85,0,2021,6,0,30000
2096,VW-SAIC,KJ,FD7SFD7CW0014BF3A1AAD,SEAT,IBIZA,petrol,85,0,2021,6,0,30000
2097,VW-SAIC,KJ,FD7SFD7CW0014BF2A1AAC,SEAT,IBIZA,petrol,85,0,2021,6,0,30000
2098,VW-SAIC,KJ,FM6SFM6AJ0244BF2B1CAD,SEAT,IBIZA,petrol,85,0,2021,6,0,30000
2099,VW-SAIC,KJ,FM6SFM6AJ0244BF3A1AAD,SEAT,IBIZA,petrol,85,0,2021,6,0,30000
2100,VW-SAIC,KJ,FM6SFM6AJ0194BF4A1BAC,SEAT,ARONA,petrol,85,0,2021,6,0,30000
2101,VW-SAIC,KJ,FM6SFM6AJ0194BF3A1AAC,SEAT,ARONA,petrol,85,0,2021,6,0,30000
2102,VW-SAIC,KJ,FD7SFD7CW0074BF3A1AAD,SEAT,ARONA,petrol,85,0,2021,6,0,30000
2103,VW-SAIC,KJ,FM6SFM6AJ0244BF2A1AAC,SEAT,IBIZA,petrol,85,0,2021,6,0,30000
2104,VW-SAIC,KJ,FM6SFM6AJ0194BF3A1BAD,SEAT,ARONA,petrol,85,0,2021,6,0,30000
2105,VW-SAIC,KJ,FM6SFM6AJ0244BF2A1CAD,SEAT,IBIZA,petrol,85,0,2021,6,0,30000
2106,VW-SAIC,KJ,FM6SFM6AJ0194BF3A1AAD,SEAT,ARONA,petrol,85,0,2021,6,0,30000
2107,VW-SAIC,KJ,FD7SFD7CW0074BF4A1AAD,SEAT,ARONA,petrol,85,0,2021,6,0,30000
2108,VW-SAIC,KJ,FM6SFM6AJ0244BF2B1CAC,SEAT,IBIZA,petrol,85,0,2021,6,0,30000
2109,VW-SAIC,KJ,FM6SFM6AJ0194BF3A1CAD,SEAT,ARONA,petrol,85,0,2021,6,0,30000
2110,VW-SAIC,KJ,FD7SFD7CW0074BF3A1CAD,SEAT,ARONA,petrol,85,0,2021,6,0,30000
2111,VW-SAIC,KJ,FM6SFM6AJ0194BF4A1AAD,SEAT,ARONA,petrol,85,0,2021,6,0,30000
2112,VW-SAIC,KJ,FD7SFD7CW0074BF3A1BAD,SEAT,ARONA,petrol,85,0,2021,6,0,30000
2113,VW-SAIC,KJ,FD7SFD7CW0074BF3A1CAC,SEAT,ARONA,petrol,85,0,2021,6,0,30000
2114,VW-SAIC,KJ,FD7SFD7CW0014BF2A1AAD,SEAT,IBIZA,petrol,85,0,2021,6,0,30000
2115,VW-SAIC,KJ,FM6SFM6AJ0194BF4A1BAD,SEAT,ARONA,petrol,85,0,2021,6,0,30000
2116,VW-SAIC,KJ,FM6SFM6AJ0194BF5A1CAC,SEAT,ARONA,petrol,85,0,2021,6,0,30000
2117,VW-SAIC,KJ,FD7SFD7CW0074BF4A1BAD,SEAT,ARONA,petrol,85,0,2021,6,0,30000
2118,VW-SAIC,KJ,FD7SFD7CW0074BF5A1AAD,SEAT,ARONA,petrol,85,0,2021,6,0,30000
2119,VW-SAIC,KJ,FD7SFD7CW0074BF3A1AAC,SEAT,ARONA,petrol,85,0,2021,6,0,30000
2120,VW-SAIC,KJ,FM6SFM6AJ0194BF3A1CAC,SEAT,ARONA,petrol,85,0,2021,6,0,30000
2121,VW-SAIC,KJ,FD7SFD7CW0014BF1A1CAC,SEAT,IBIZA,petrol,85,0,2021,6,0,30000
2122,VW-SAIC,KJ,FM6SFM6AJ0244BF1A1CAC,SEAT,IBIZA,petrol,85,0,2021,6,0,30000
2123,VW-SAIC,KJ,FM6SFM6AJ0194BF2A1CAD,SEAT,ARONA,petrol,85,0,2021,6,0,30000
2124,VW-SAIC,KJ,FM6SFM6AJ0194BF2A1CAC,SEAT,ARONA,petrol,85,0,2021,6,0,30000
2125,VW-SAIC,KJ,FD7SFD7CW0074BF2A1CAD,SEAT,ARONA,petrol,85,0,2021,6,0,30000
2126,VW-SAIC,KJ,FM6SFM6AJ0244BF3A1CAD,SEAT,IBIZA,petrol,85,0,2021,6,0,30000
2127,VW-SAIC,KJ,FD7SFD7CW0074BF2A1BAD,SEAT,ARONA,petrol,85,0,2021,6,0,30000
2128,VW-SAIC,KJ,FM6SFM6AJ0244BF2A1AAD,SEAT,IBIZA,petrol,85,0,2021,6,0,30000
2129,VW-SAIC,KJ,FM6SFM6AJ0244BF1A1AAC,SEAT,IBIZA,petrol,85,0,2021,6,0,30000
2130,VW-SAIC,KJ,FM6SFM6AJ0194BF2A1AAD,SEAT,ARONA,petrol,85,0,2021,6,0,30000
2131,VW-SAIC,KJ,FM6SFM6AJ0244BF2A1CAC,SEAT,IBIZA,petrol,85,0,2021,6,0,30000
2132,VW-SAIC,KJ,FM6SFM6AJ0194BF2A1BAD,SEAT,ARONA,petrol,85,0,2021,6,0,30000
2133,VW-SAIC,KJ,FM6SFM6AJ0194BF2A1BAC,SEAT,ARONA,petrol,85,0,2021,6,0,30000
2134,VW-SAIC,KJ,FM6SFM6AJ0244BF1A1AAD,SEAT,IBIZA,petrol,85,0,2021,6,0,30000
2135,VW-SAIC,KJ,FD7SFD7CW0074BF2A1AAC,SEAT,ARONA,petrol,85,0,2021,6,0,30000
2136,VW-SAIC,KJ,FD7SFD7CW0074BF2A1BAC,SEAT,ARONA,petrol,85,0,2021,6,0,30000
2137,VW-SAIC,KJ,FD7SFD7CW0074BF2A1CAC,SEAT,ARONA,petrol,85,0,2021,6,0,30000
2138,VW-SAIC,KJ,FM6SFM6AJ0194BF4A1CAD,SEAT,ARONA,petrol,85,0,2021,6,0,30000
2139,VW-SAIC,KL,FM6SFM6C90024BFVL1BAD,SEAT,LEON,diesel,85,0,2021,6,0,35000
2140,VW-SAIC,KL,FM6SFM6C90024BFVL1BAH,SEAT,LEON,diesel,85,0,2021,6,0,35000
2141,VW-SAIC,KL,FM6SFM6C90024BFVL1BAF,SEAT,LEON,diesel,85,0,2021,6,0,35000
2142,VW-SAIC,KL,FM6SFM6C90024BFVL1AAH,SEAT,LEON,diesel,85,0,2021,6,0,35000
2143,VW-SAIC,KL,FM6SFM6C90024BFVL1AAF,SEAT,LEON,diesel,85,0,2021,6,0,35000
2144,VW-SAIC,KL,FM6SFM6C90024BFVL1BBF,SEAT,LEON,diesel,85,0,2021,6,0,35000
2145,VW-SAIC,KL,FM6SFM6C90024BFVL1BAG,SEAT,LEON,diesel,85,0,2021,6,0,35000
2146,VW-SAIC,NX,NFD7FD7CW0024BIVL4N1A0A,SKODA,OCTAVIA,diesel,85,0,2021,4,0,35000
2147,VW-SAIC,NX,NFM6FM6C90044BIVL4N1A0A,SKODA,OCTAVIA,diesel,85,0,2021,4,0,35000
2148,VW-SAIC,NX,NFM6FM6C90044BIVL4N1B0A,SKODA,OCTAVIA,diesel,85,0,2021,4,0,35000
2149,VW-SAIC,NX,NFM6FM6C90044BFVL4N1A6A,SKODA,OCTAVIA,diesel,85,0,2021,6,0,35000
2150,VW-SAIC,NX,NFM6FM6C90044BFVL4N1AGA,SKODA,OCTAVIA,diesel,85,0,2021,6,0,35000
2151,VW-SAIC,NX,NFM6FM6C90044BIVL3N1A0A,SKODA,OCTAVIA,diesel,85,0,2021,4,0,35000
2152,VW-SAIC,NX,NFM6FM6C90044BFVL4N1B6A,SKODA,OCTAVIA,diesel,85,0,2021,6,0,35000
2153,VW-SAIC,NX,NFD7FD7CW0024BIVL3N1A0A,SKODA,OCTAVIA,diesel,85,0,2021,4,0,35000
2154,VW-SAIC,NX,NFM6FM6C90044BFVL4N1A7A,SKODA,OCTAVIA,diesel,85,0,2021,6,0,35000
2155,VW-SAIC,5E,NFM6FM6AJ0194BFSTVLN1B7A,SKODA,OCTAVIA,petrol,85,0,2021,6,0,30000
2156,VW-SAIC,5E,NFM6FM6AJ0194BFSTVLN1B8A,SKODA,OCTAVIA,petrol,85,0,2021,6,0,30000
2157,VW-SAIC,5E,NFM6FM6AJ0194BFSTVLN1C7B,SKODA,OCTAVIA,petrol,85,0,2021,6,0,30000
2158,VW-SAIC,NU,NFM6FM6AJ0214BF150N1A8A,SKODA,KAROQ,petrol,85,0,2021,6,0,30000
2159,VW-SAIC,NU,NFM6FM6AJ0214BF150N1A7A,SKODA,KAROQ,petrol,85,0,2021,6,0,30000
2160,VW-SAIC,NU,NFM6FM6AJ0214BF15N0N1A8A,SKODA,KAROQ,petrol,85,0,2021,6,0,30000
2161,VW-SAIC,NU,NFM6FM6AJ0214BF15N0N1A7A,SKODA,KAROQ,petrol,85,0,2021,6,0,30000
2162,VW-SAIC,NU,NFM6FM6AJ0214BF150N1C7A,SKODA,KAROQ,petrol,85,0,2021,6,0,30000
2163,VW-SAIC,NU,NFM6FM6AJ0214BF16N0N1B8A,SKODA,KAROQ,petrol,85,0,2021,6,0,30000
2164,VW-SAIC,NU,NFM6FM6AJ0214BF150N1C8A,SKODA,KAROQ,petrol,85,0,2021,6,0,30000
2165,VW-SAIC,NU,NFD7FD7CW0024BI15N0N1A0A,SKODA,KAROQ,diesel,85,0,2021,5,0,35000
2166,VW-SAIC,NU,NFD7FD7CW0024BI15N0N1C0A,SKODA,KAROQ,diesel,85,0,2021,6,0,35000
2167,VW-SAIC,NU,NFM6FM6C90124BI15N0C1A0A,SKODA,KAROQ,diesel,85,0,2021,5,0,35000
2168,VW-SAIC,NU,NFM6FM6C90124BI15N0N1A0A,SKODA,KAROQ,diesel,85,0,2021,5,0,35000
2169,VW-SAIC,NU,NFD7FD7CW0024BI15N0D1C0A,SKODA,KAROQ,diesel,85,0,2021,5,0,35000
2170,VW-SAIC,NU,NFM6FM6C90124BI15N0D1C0B,SKODA,KAROQ,diesel,85,0,2021,5,0,35000
2171,VW-SAIC,NU,NFM6FM6C90124BI15N0N1C0B,SKODA,KAROQ,diesel,85,0,2021,6,0,35000
2172,VW-SAIC,NU,NFD7FD7CW0024BI16N0N1B0A,SKODA,KAROQ,diesel,85,0,2021,5,0,35000
2173,VW-SAIC,NU,NFD7FD7CW0024BI16N0D1B0A,SKODA,KAROQ,diesel,85,0,2021,5,0,35000
2174,VW-SAIC,5E,NFM5FM5A40514BFSTVLN1B8A,SKODA,OCTAVIA,diesel,85,0,2021,6,0,35000
2175,VW-SAIC,NU,NFD7FD7CW0027CP155N1C7A,SKODA,KAROQ,diesel,85,0,2021,6,0,35000
2176,VW-SAIC,NU,NFD7FD7CW0024BF15N0N1C8A,SKODA,KAROQ,diesel,85,0,2021,6,0,35000
2177,VW-SAIC,NU,NFD7FD7CW0024BF15N0N1C7A,SKODA,KAROQ,diesel,85,0,2021,6,0,35000
2178,VW-SAIC,NU,NFM6FM62S0344BF15N0N1A8A,SKODA,KAROQ,diesel,85,0,2021,6,0,35000
2179,VW-SAIC,NU,NFM6FM62S0344BF15N0N1A7A,SKODA,KAROQ,diesel,85,0,2021,6,0,35000
2180,VW-SAIC,NU,NFD7FD7CW0024BF150N1C8A,SKODA,KAROQ,diesel,85,0,2021,6,0,35000
2181,VW-SAIC,NU,NFD7FD7CW0024BF16N0N1B8A,SKODA,KAROQ,diesel,85,0,2021,6,0,35000
2182,VW-SAIC,NU,NFM6FM62S0344BF150N1C7A,SKODA,KAROQ,diesel,85,0,2021,6,0,35000
2183,VW-SAIC,NU,NFM6FM62S0344BF16N0N1B8A,SKODA,KAROQ,diesel,85,0,2021,6,0,35000
2184,VW-SAIC,NX,NFM6FM6C90044BFVL0N1B7A,SKODA,OCTAVIA,diesel,85,0,2021,6,0,35000
2185,VW-SAIC,NX,NFM6FM6C90044BFVL0N1A6A,SKODA,OCTAVIA,diesel,85,0,2021,6,0,35000
2186,VW-SAIC,NX,NFM6FM6C90044BFVL0N1A7A,SKODA,OCTAVIA,diesel,85,0,2021,6,0,35000
2187,VW-SAIC,NX,NFM6FM6C90044BIVL0N1A0A,SKODA,OCTAVIA,diesel,85,0,2021,4,0,35000
2188,VW-SAIC,NX,NFM6FM6C90044BFVL0N1AGA,SKODA,OCTAVIA,diesel,85,0,2021,6,0,35000
2189,VW-SAIC,NX,NFM6FM6C90044BFVL0N1BGA,SKODA,OCTAVIA,diesel,85,0,2021,6,0,35000
2190,VW-SAIC,NX,NFM6FM6C90044BFVL0N1B7B,SKODA,OCTAVIA,diesel,85,0,2021,6,0,35000
2191,VW-SAIC,NX,NFM6FM6C90044BFVL0N1B6A,SKODA,OCTAVIA,diesel,85,0,2021,6,0,35000
2192,VW-SAIC,NX,NFM6FM6C90044BIVL0N1B0A,SKODA,OCTAVIA,diesel,85,0,2021,4,0,35000
2193,VW-SAIC,5FP,FM6SFM6AJ0214BFVL1C18A,SEAT,ATECA,petrol,85,0,2021,6,0,30000
2194,VW-SAIC,5FP,FM6SFM6AJ0214BFVL1C18AC,SEAT,ATECA,petrol,85,0,2021,6,0,30000
2195,VW-SAIC,5FP,FD7SFD7CW0024BFVL1C18AA,SEAT,ATECA,diesel,85,0,2021,6,0,35000
2196,VW-SAIC,5FP,FM6SFM62S0344BFVL1A18AA,SEAT,ATECA,diesel,85,0,2021,6,0,35000
2197,VW-SAIC,5FP,FM6SFM6AJ0214BFVL1A18AC,SEAT,ATECA,petrol,85,0,2021,6,0,30000
2198,VW-SAIC,5F,FM6SFM6AJ0194BFVLO51AAC,SEAT,LEON,petrol,85,0,2021,6,0,30000
2199,VW-SAIC,5F,FM5SFM5A40514BFVLO51BAA,SEAT,LEON,diesel,85,0,2021,6,0,35000
2200,VW-SAIC,5F,FM6SFM6AJ0194BFVLO51BAC,SEAT,LEON SPORTSTOURER,petrol,85,0,2021,6,0,30000
2201,VW-SAIC,5FP,FM6SFM6AJ0214BFVL1A18AD,SEAT,ATECA,petrol,85,0,2021,6,0,30000
2202,VW-SAIC,5FP,FM6SFM6AJ0214BFVL1C18AD,SEAT,ATECA,petrol,85,0,2021,6,0,30000
2203,VW-SAIC,NW,NFM6FM6AJ0194BFSTN3N1B6A,SKODA,SCALA,petrol,85,0,2021,6,0,30000
2204,VW-SAIC,NW,NFM6FM6AJ0194BFV2N3N1B8A,SKODA,SCALA,petrol,85,0,2021,6,0,30000
2205,VW-SAIC,NW,NFM6FM6AJ0197CPSTR3N1B7A,SKODA,SCALA,petrol,85,0,2021,6,0,30000
2206,VW-SAIC,NW,NFD7FD7CW0024BFSTN3N1B6A,SKODA,SCALA,diesel,85,0,2021,6,0,35000
2207,VW-SAIC,NW,NFD7FD7CW0024BFSTN3N1B8A,SKODA,SCALA,diesel,85,0,2021,6,0,35000
2208,VW-SAIC,NW,NFD7FD7CW0024BFV2NN4M1B8A,SKODA,SCALA,diesel,85,0,2021,6,0,35000
2209,VW-SAIC,NW,NFM6FM62S0344BFSTNN3N1B8A,SKODA,SCALA,diesel,85,0,2021,6,0,35000
2210,VW-SAIC,NW,NFM6FM62S0344BFSTNN3N1A8A,SKODA,SCALA,diesel,85,0,2021,6,0,35000
2211,VW-SAIC,NW,NFD7FD7CW0024BFSTNN4N1B8A,SKODA,SCALA,diesel,85,0,2021,6,0,35000
2212,VW-SAIC,NW,NFM6FM62S0344BFSTNN3N1A6A,SKODA,SCALA,diesel,85,0,2021,6,0,35000
2213,VW-SAIC,NW,NFD7FD7CW0024BFSTNN3N1B6A,SKODA,SCALA,diesel,85,0,2021,6,0,35000
2214,VW-SAIC,NW,NFM6FM62S0344BFSTNN4N1A6A,SKODA,SCALA,diesel,85,0,2021,6,0,35000
2215,VW-SAIC,NW,NFD7FD7CW0024BFSTNN3N1B8A,SKODA,SCALA,diesel,85,0,2021,6,0,35000
2216,VW-SAIC,NW,NFD7FD7CW0024BFSTNN4M1B8A,SKODA,SCALA,diesel,85,0,2021,6,0,35000
2217,VW-SAIC,NW,NFD7FD7CW0024BFSTNN4N1B6A,SKODA,SCALA,diesel,85,0,2021,6,0,35000
2218,VW-SAIC,NW,NFD7FD7CW0024BFSTN4N1B6A,SKODA,SCALA,diesel,85,0,2021,6,0,35000
2219,VW-SAIC,NW,NFD7FD7CW0024BFSTN4N1B8A,SKODA,SCALA,diesel,85,0,2021,6,0,35000
2220,VW-SAIC,NW,NFD7FD7CW0024BFV2NN4N1B8A,SKODA,SCALA,diesel,85,0,2021,6,0,35000
2221,VW-SAIC,NW,NFM6FM62S0344BFSTNN4M1B8A,SKODA,SCALA,diesel,85,0,2021,6,0,35000
2222,VW-SAIC,NW,NFM6FM62S0344BFSTNN4N1B6A,SKODA,SCALA,diesel,85,0,2021,6,0,35000
2223,VW-SAIC,NW,NFM6FM62S0344BFSTNN3M1B8A,SKODA,SCALA,diesel,85,0,2021,6,0,35000
2224,VW-SAIC,NW,NFM6FM62S0344BFSTN3N1B6A,SKODA,SCALA,diesel,85,0,2021,6,0,35000
2225,VW-SAIC,NW,NFM6FM62S0344BFSTN4N1B8A,SKODA,SCALA,diesel,85,0,2021,6,0,35000
2226,VW-SAIC,NW,NFD7FD7CW0024BFS1NN4N1B8A,SKODA,SCALA,diesel,85,0,2021,6,0,35000
2227,VW-SAIC,NW,NFD7FD7CW0024BFS1NN4N1B6A,SKODA,SCALA,diesel,85,0,2021,6,0,35000
2228,VW-SAIC,NW,NFM6FM62S0344BFSTNN4N1B8A,SKODA,SCALA,diesel,85,0,2021,6,0,35000
2229,VW-SAIC,NW,NFM6FM62S0344BFSTNN4N1A8A,SKODA,SCALA,diesel,85,0,2021,6,0,35000
2230,VW-SAIC,NW,NFD7FD7CW0024BFS1NN3N1B8A,SKODA,SCALA,diesel,85,0,2021,6,0,35000
2231,VW-SAIC,NW,NFM6FM62S0344BFSTN3N1A6A,SKODA,SCALA,diesel,85,0,2021,6,0,35000
2232,VW-SAIC,NW,NFM6FM62S0344BFV2NN4M1B8A,SKODA,SCALA,diesel,85,0,2021,6,0,35000
2233,VW-SAIC,NW,NFD7FD7CW0024BFV2NN3N1B6A,SKODA,SCALA,diesel,85,0,2021,6,0,35000
2234,VW-SAIC,NW,NFM6FM62S0344BFSTN3N1B8A,SKODA,SCALA,diesel,85,0,2021,6,0,35000
2235,VW-SAIC,NW,NFD7FD7CW0074BFSTN3N1A8A,SKODA,SCALA,petrol,85,0,2021,6,0,30000
2236,VW-SAIC,NW,NFM6FM6AJ0194BFSTN3N1A6A,SKODA,SCALA,petrol,85,0,2021,6,0,30000
2237,VW-SAIC,NW,NFD7FD7CW0074BFSTN3N1A6A,SKODA,SCALA,petrol,85,0,2021,6,0,30000
2238,VW-SAIC,NW,NFM6FM6AJ0194BFSTNN3N1B8A,SKODA,SCALA,petrol,85,0,2021,6,0,30000
2239,VW-SAIC,NW,NFD7FD7CW0074BFSTNN3N1B6A,SKODA,SCALA,petrol,85,0,2021,6,0,30000
2240,VW-SAIC,NW,NFD7FD7CW0074BFSTNN3M1B8A,SKODA,SCALA,petrol,85,0,2021,6,0,30000
2241,VW-SAIC,NW,NFM6FM6AJ0194BFSTNN3N1A8A,SKODA,SCALA,petrol,85,0,2021,6,0,30000
2242,VW-SAIC,NW,NFD7FD7CW0074BFSTNN3N1A6A,SKODA,SCALA,petrol,85,0,2021,6,0,30000
2243,VW-SAIC,NW,NFM6FM6AJ0194BFSTNN3N1A6A,SKODA,SCALA,petrol,85,0,2021,6,0,30000
2244,VW-SAIC,NW,NFD7FD7CW0074BFSTNN3N1A8A,SKODA,SCALA,petrol,85,0,2021,6,0,30000
2245,VW-SAIC,NW,NFD7FD7CW0074BFSTNN3N1B8A,SKODA,SCALA,petrol,85,0,2021,6,0,30000
2246,VW-SAIC,NW,NFM6FM6AJ0194BFSTNN3N1B6A,SKODA,SCALA,petrol,85,0,2021,6,0,30000
2247,VW-SAIC,NW,NFM6FM6AJ0194BFSTN3N1B8A,SKODA,SCALA,petrol,85,0,2021,6,0,30000
2248,VW-SAIC,NW,NFM6FM6AJ0194BFV2NN3M1B8A,SKODA,SCALA,petrol,85,0,2021,6,0,30000
2249,VW-SAIC,NW,NFD7FD7CW0074BFSTNN4N1A8A,SKODA,SCALA,petrol,85,0,2021,6,0,30000
2250,VW-SAIC,NW,NFM6FM6AJ0194BFV2NN3N1B8A,SKODA,SCALA,petrol,85,0,2021,6,0,30000
2251,VW-SAIC,NW,NFM6FM6AJ0194BFSTN3N1A8A,SKODA,SCALA,petrol,85,0,2021,6,0,30000
2252,VW-SAIC,NW,NFD7FD7CW0074BFSTNN4N1B8A,SKODA,SCALA,petrol,85,0,2021,6,0,30000
2253,VW-SAIC,NW,NFD7FD7CW0074BFV2NN4M1B8A,SKODA,SCALA,petrol,85,0,2021,6,0,30000
2254,VW-SAIC,NW,NFM6FM6AJ0194BFSTNN4M1B8A,SKODA,SCALA,petrol,85,0,2021,6,0,30000
2255,VW-SAIC,NW,NFD7FD7CW0074BFSTN3N1B8A,SKODA,SCALA,petrol,85,0,2021,6,0,30000
2256,VW-SAIC,NW,NFD7FD7CW0074BFV2N3M1B8A,SKODA,SCALA,petrol,85,0,2021,6,0,30000
2257,VW-SAIC,NW,NFM6FM6AJ0194BFSTNN4N1B8A,SKODA,SCALA,petrol,85,0,2021,6,0,30000
2258,VW-SAIC,NW,NFM6FM6AJ0194BFSTNN4N1A6A,SKODA,SCALA,petrol,85,0,2021,6,0,30000
2259,VW-SAIC,NW,NFD7FD7CW0074BFS1N4N1A6A,SKODA,SCALA,petrol,85,0,2021,6,0,30000
2260,VW-SAIC,NW,NFD7FD7CW0074BFV2NN3N1B8A,SKODA,SCALA,petrol,85,0,2021,6,0,30000
2261,VW-SAIC,NW,NFM6FM6AJ0194BFV2NN4M1B8A,SKODA,SCALA,petrol,85,0,2021,6,0,30000
2262,VW-SAIC,NW,NFD7FD7CW0074BFV2N3N1B8A,SKODA,SCALA,petrol,85,0,2021,6,0,30000
2263,VW-SAIC,NW,NFM6FM6AJ0194BFSTNN4N1A8A,SKODA,SCALA,petrol,85,0,2021,6,0,30000
2264,VW-SAIC,NW,NFD7FD7CW0074BFSTNN4M1B8A,SKODA,SCALA,petrol,85,0,2021,6,0,30000
2265,VW-SAIC,NW,NFD7FD7CW0074BFSTNN4N1A6A,SKODA,SCALA,petrol,85,0,2021,6,0,30000
2266,VW-SAIC,NW,NFM6FM6AJ0194BFSTN4M1B8A,SKODA,SCALA,petrol,85,0,2021,6,0,30000
2267,VW-SAIC,NW,NFM6FM6AJ0194BFSTNN3M1B8A,SKODA,SCALA,petrol,85,0,2021,6,0,30000
2268,VW-SAIC,NW,NFM6FM62S0344BFSTNK4N1B6A,SKODA,KAMIQ,diesel,85,0,2021,6,0,35000
2269,VW-SAIC,NW,NFD7FD7CW0024BFSTNK4N1A6A,SKODA,KAMIQ,diesel,85,0,2021,6,0,35000
2270,VW-SAIC,NW,NFM6FM62S0344BFSTN4N1B6A,SKODA,KAMIQ,diesel,85,0,2021,6,0,35000
2271,VW-SAIC,NW,NFD7FD7CW0024BFSTNH4N1A8A,SKODA,KAMIQ,diesel,85,0,2021,6,0,35000
2272,VW-SAIC,NW,NFD7FD7CW0024BFSTNH4M1B8A,SKODA,KAMIQ,diesel,85,0,2021,6,0,35000
2273,VW-SAIC,NW,NFM6FM62S0344BFSTNH4N1B8A,SKODA,KAMIQ,diesel,85,0,2021,6,0,35000
2274,VW-SAIC,NW,NFD7FD7CW0024BFSTNK5N1A6A,SKODA,KAMIQ,diesel,85,0,2021,6,0,35000
2275,VW-SAIC,NW,NFD7FD7CW0024BFSTNK4N1A8A,SKODA,KAMIQ,diesel,85,0,2021,6,0,35000
2276,VW-SAIC,NW,NFM6FM62S0344BFSTNK4N1B8A,SKODA,KAMIQ,diesel,85,0,2021,6,0,35000
2277,VW-SAIC,NW,NFM6FM62S0344BFSTN5N1B8A,SKODA,KAMIQ,diesel,85,0,2021,6,0,35000
2278,VW-SAIC,NW,NFD7FD7CW0024BFSTN4N1A8A,SKODA,KAMIQ,diesel,85,0,2021,6,0,35000
2279,VW-SAIC,NW,NFD7FD7CW0024BFSTNH5N1A8A,SKODA,KAMIQ,diesel,85,0,2021,6,0,35000
